Lemma;ID;Eng Gloss;POS;Level;Word source;Ex. ID;Form ;Analysis;Example Sentence;Translation;Reference;Topic(s)
жемчуг;6701;_;N.Masc.Inan;B2;LM;1;жемчуга;Gen.Sing;_;_;_;_
жертва;6702;_;N.Fem.Inan;B2;Golosa, LM;1;жертву;Acc.Sing;_;_;_;_
жертва;6703;_;N.Fem.Anim;B2;Golosa, LM;2;жертв;Gen.Plur;_;_;_;_
жертва;6704;_;N.Fem.Inan;B2;Golosa, LM;3;жертвы;Nom.Plur;_;_;_;_
жест;6705;_;N.Masc.Inan;B2;LM;1;жест;Acc.Sing;_;_;_;_
жест;6706;_;N.Masc.Inan;B2;LM;2;жестом;Ins.Sing;_;_;_;_
жест;6707;_;N.Masc.Inan;B2;LM;3;жестами;Ins.Plur;_;_;_;_
жесткий;6708;_;A;B2;LM;1;жёсткими;Ins.Plur;_;_;_;_
жесткий;6709;_;A;B2;LM;2;жёсткий;Nom.Masc.Sing;_;_;_;_
жесткий;6710;_;A;B2;LM;3;жёсткая;Nom.Fem.Sing;_;_;_;_
жидкий;6711;_;A;B2;LM;1;жидкая;Nom.Fem.Sing;_;_;_;_
жидкий;6712;_;A;B2;LM;2;жидкого;Gen.Masc.Sing;_;_;_;_
жидкий;6713;_;A;B2;LM;3;жидкое;Nom.Neut.Sing;_;_;_;_
жизнерадостный;6714;_;A;B2;LM;1;жизнерадостный;Nom.Masc.Sing;_;_;_;_
жизнерадостный;6715;_;A;B2;LM;2;жизнерадостные;Nom.Plur;_;_;_;_
жизнерадостный;6716;_;A;B2;LM;3;жизнерадостной;Ins.Fem.Sing;_;_;_;_
жилой;6717;_;A;B2;LM;1;жилого;Gen.Neut.Sing;_;_;_;_
жилой;6718;_;A;B2;LM;2;жилым;Ins.Neut.Sing;_;_;_;_
жилой;6719;_;A;B2;LM;3;жилых;Gen.Plur;_;_;_;_
жир;6720;_;N.Masc.Inan;B2;LM;1;жира;Gen.Sing;_;_;_;_
жир;6721;_;N.Masc.Inan;B2;LM;2;жир;Nom.Sing;_;_;_;_
жир;6722;_;N.Masc.Inan;B2;LM;3;жиры;Nom.Plur;_;_;_;_
жирный;6723;_;A;B2;LM;1;жирная;Nom.Fem.Sing;_;_;_;_
жирный;6724;_;A;B2;LM;2;жирные;Nom.Plur;_;_;_;_
жирный;6725;_;A;B2;LM;3;жирную;Acc.Fem.Sing;_;_;_;_
жительница;6726;_;N.Fem.Anim;B2;LM;1;жительницами;Ins.Plur;_;_;_;_
жительница;6727;_;N.Fem.Anim;B2;LM;2;жительница;Nom.Sing;_;_;_;_
жребий;6728;_;N.Masc.Inan;B2;LM;1;жребий;Nom.Sing;_;_;_;_
жук;6729;_;N.Masc.Anim;B2;LM;1;жуком;Ins.Sing;_;_;_;_
жук;6730;_;N.Masc.Anim;B2;LM;2;жуки;Nom.Plur;_;_;_;_
жук;6731;_;N.Masc.Anim;B2;LM;3;жуке;Loc.Sing;_;_;_;_
журналистика;6732;_;N.Fem.Inan;B2;Golosa, LM;1;журналистики;Gen.Sing;_;_;_;_
журналистика;6733;_;N.Fem.Inan;B2;Golosa, LM;2;журналистику;Acc.Sing;_;_;_;_
журналистика;6734;_;N.Fem.Inan;B2;Golosa, LM;3;журналистикой;Ins.Sing;_;_;_;_
журналистка;6735;_;N.Fem.Anim;B2;LM;1;журналистку;Acc.Sing;_;_;_;_
забастовка;6736;_;N.Fem.Inan;B2;LM;1;забастовки;Nom.Plur;_;_;_;_
забастовка;6737;_;N.Fem.Inan;B2;LM;2;забастовок;Gen.Plur;_;_;_;_
забастовка;6738;_;N.Fem.Inan;B2;LM;3;забастовками;Ins.Plur;_;_;_;_
завидовать;6739;_;V;B2;LM;1;завидовать;Inf;_;_;_;_
завидовать;6740;_;V;B2;LM;2;завидую;Sing.1.Pres/Fut;_;_;_;_
завидовать;6741;_;V;B2;LM;3;завидовали;Plur.Past;_;_;_;_
забор;6742;_;N.Masc.Inan;B2;LM;1;забор;Nom.Sing;_;_;_;_
забор;6743;_;N.Masc.Inan;B2;LM;2;забора;Gen.Sing;_;_;_;_
забор;6744;_;N.Masc.Inan;B2;LM;3;заборами;Ins.Plur;_;_;_;_
забота;6745;_;N.Fem.Inan;B2;LM;1;заботы;Gen.Sing;_;_;_;_
забота;6746;_;N.Fem.Inan;B2;LM;2;забот;Gen.Plur;_;_;_;_
забота;6747;_;N.Fem.Inan;B2;LM;3;заботу;Acc.Sing;_;_;_;_
заботливый;6748;_;A;B2;LM;1;заботливых;Gen.Plur;_;_;_;_
заботливый;6749;_;A;B2;LM;2;заботливые;Inan.Acc.Plur;_;_;_;_
заботливый;6750;_;A;B2;LM;3;заботливы;Plur;_;_;_;_
зависть;6751;_;N.Fem.Inan;B2;LM;1;зависти;Gen.Sing;_;_;_;_
зависть;6752;_;N.Fem.Inan;B2;LM;2;завистью;Ins.Sing;_;_;_;_
зависть;6753;_;N.Fem.Inan;B2;LM;3;зависть;Nom.Sing;_;_;_;_
заводить;6754;_;V;B2;LM;1;заводить;Inf;_;_;_;_
заводить;6755;_;V;B2;LM;2;заводит;Sing.3.Pres/Fut;_;_;_;_
заводить;6756;_;V;B2;LM;3;заводила;Fem.Sing.Past;_;_;_;_
завоевывать;6757;_;V;B2;LM;1;завоёвывать;Inf;_;_;_;_
завоевывать;6758;_;V;B2;LM;2;завоевывает;Sing.3.Pres/Fut;_;_;_;_
завоевывать;6759;_;V;B2;LM;3;завоевывали;Plur.Past;_;_;_;_
завещание;6760;_;N.Neut.Inan;B2;LM;1;завещании;Loc.Sing;_;_;_;_
заворачивать;6761;_;V;B2;LM;1;заворачивали;Plur.Past;_;_;_;_
заворачивать;6762;_;V;B2;LM;2;заворачивая;Pres/Fut;_;_;_;_
заворачивать;6763;_;V;B2;LM;3;заворачивать;Inf;_;_;_;_
завязнуть;6764;_;V;B2;LM;1;завязла;Fem.Sing.Past;_;_;_;_
завязывать;6765;_;V;B2;LM;1;завязывая;Pres/Fut;_;_;_;_
завязывать;6766;_;V;B2;LM;2;завязывала;Fem.Sing.Past;_;_;_;_
завязывать;6767;_;V;B2;LM;3;завязываю;Sing.1.Pres/Fut;_;_;_;_
загрязнять;6768;_;A;B2;LM;1;загрязняющих;Gen.Plur;_;_;_;_
загрязнять;6769;_;A;B2;LM;2;загрязняющие;Nom.Plur;_;_;_;_
загрязнять;6770;_;V;B2;LM;3;загрязняют;Plur.3.Pres/Fut;_;_;_;_
задирать;6771;_;V;B2;LM;1;задирая;Pres/Fut;_;_;_;_
задирать;6772;_;V;B2;LM;2;задирает;Sing.3.Pres/Fut;_;_;_;_
задирать;6773;_;V;B2;LM;3;задирают;Plur.3.Pres/Fut;_;_;_;_
завтрашний;6774;_;A;B2;LM;1;завтрашнем;Loc.Masc.Sing;_;_;_;_
завтрашний;6775;_;A;B2;LM;2;завтрашнего;Gen.Masc.Sing;_;_;_;_
завтрашний;6776;_;A;B2;LM;3;завтрашнюю;Acc.Fem.Sing;_;_;_;_
задумываться;6777;_;V;B2;LM;1;задумываться;Inf;_;_;_;_
задумываться;6778;_;V;B2;LM;2;задумывались;Plur.Past;_;_;_;_
задумываться;6779;_;V;B2;LM;3;задумывался;Masc.Sing.Past;_;_;_;_
зажигать;6780;_;V;B2;LM;1;зажигать;Inf;_;_;_;_
зажигать;6781;_;V;B2;LM;2;зажигала;Fem.Sing.Past;_;_;_;_
зажигать;6782;_;V;B2;LM;3;зажигал;Masc.Sing.Past;_;_;_;_
заинтересовывать;6783;_;V;B2;LM;1;заинтересовывали;Plur.Past;_;_;_;_
загадочный;6784;_;A;B2;LM;1;загадочным;Ins.Masc.Sing;_;_;_;_
загадочный;6785;_;A;B2;LM;2;загадочный;Nom.Masc.Sing;_;_;_;_
загадочный;6786;_;A;B2;LM;3;загадочна;Fem.Sing;_;_;_;_
заговор;6787;_;N.Masc.Inan;B2;LM;1;заговоре;Loc.Sing;_;_;_;_
заговор;6788;_;N.Masc.Inan;B2;LM;2;заговору;Dat.Sing;_;_;_;_
заговор;6789;_;N.Masc.Inan;B2;LM;3;заговора;Gen.Sing;_;_;_;_
заголовок;6790;_;N.Masc.Inan;B2;LM;1;заголовком;Ins.Sing;_;_;_;_
заголовок;6791;_;N.Masc.Inan;B2;LM;2;заголовки;Acc.Plur;_;_;_;_
заголовок;6792;_;N.Masc.Inan;B2;LM;3;заголовок;Nom.Sing;_;_;_;_
загорелый;6793;_;A;B2;LM;1;загорелый;Nom.Masc.Sing;_;_;_;_
загорелый;6794;_;A;B2;LM;2;загорелые;Nom.Plur;_;_;_;_
загорелый;6795;_;A;B2;LM;3;загорелую;Acc.Fem.Sing;_;_;_;_
заграничный;6796;_;A;B2;LM;1;заграничными;Ins.Plur;_;_;_;_
заграничный;6797;_;A;B2;LM;2;заграничного;Gen.Neut.Sing;_;_;_;_
заграничный;6798;_;A;B2;LM;3;заграничных;Gen.Plur;_;_;_;_
загрязнение;6799;_;N.Neut.Inan;B2;LM;1;загрязнения;Gen.Sing;_;_;_;_
загрязнение;6800;_;N.Neut.Inan;B2;LM;2;загрязнение;Acc.Sing;_;_;_;_
загрязнение;6801;_;N.Neut.Inan;B2;LM;3;загрязнением;Ins.Sing;_;_;_;_
заключаться;6802;_;V;B2;LM;1;заключается;Sing.3.Pres/Fut;_;_;_;_
заключаться;6803;_;V;B2;LM;2;заключалась;Fem.Sing.Past;_;_;_;_
заключаться;6804;_;V;B2;LM;3;заключаться;Inf;_;_;_;_
зажигалка;6805;_;N.Fem.Inan;B2;LM;1;зажигалку;Acc.Sing;_;_;_;_
зажигалка;6806;_;N.Fem.Inan;B2;LM;2;зажигалки;Gen.Sing;_;_;_;_
зажигалка;6807;_;N.Fem.Inan;B2;LM;3;зажигалкой;Ins.Sing;_;_;_;_
замерзать;6808;_;V;B2;LM;1;замерзают;Plur.3.Pres/Fut;_;_;_;_
замерзать;6809;_;A;B2;LM;2;замерзающими;Ins.Plur;_;_;_;_
замерзать;6810;_;V;B2;LM;3;замерзали;Plur.Past;_;_;_;_
запирать;6811;_;V;B2;LM;1;запирать;Inf;_;_;_;_
запирать;6812;_;V;B2;LM;2;запирали;Plur.Past;_;_;_;_
запирать;6813;_;V;B2;LM;3;запирал;Masc.Sing.Past;_;_;_;_
закат;6814;_;N.Masc.Inan;B2;LM;1;закате;Loc.Sing;_;_;_;_
закат;6815;_;N.Masc.Inan;B2;LM;2;закат;Acc.Sing;_;_;_;_
закат;6816;_;N.Masc.Inan;B2;LM;3;закаты;Nom.Plur;_;_;_;_
запланировать;6817;_;A;B2;LM;1;запланировано;Neut.Sing;_;_;_;_
запланировать;6818;_;A;B2;LM;2;запланированного;Gen.Neut.Sing;_;_;_;_
запланировать;6819;_;A;B2;LM;3;запланирована;Fem.Sing;_;_;_;_
заключение;6820;_;N.Neut.Inan;B2;LM;1;заключение;Acc.Sing;_;_;_;_
заключение;6821;_;N.Neut.Inan;B2;LM;2;заключения;Gen.Sing;_;_;_;_
заключение;6822;_;N.Neut.Inan;B2;LM;3;заключению;Dat.Sing;_;_;_;_
заключительный;6823;_;A;B2;LM;1;заключительный;Nom.Masc.Sing;_;_;_;_
заключительный;6824;_;A;B2;LM;2;заключительная;Nom.Fem.Sing;_;_;_;_
заключительный;6825;_;A;B2;LM;3;заключительном;Loc.Neut.Sing;_;_;_;_
законодательный;6826;_;A;B2;LM;1;законодательной;Gen.Fem.Sing;_;_;_;_
законодательный;6827;_;A;B2;LM;2;законодательных;Gen.Plur;_;_;_;_
законодательный;6828;_;A;B2;LM;3;законодательном;Loc.Masc.Sing;_;_;_;_
закономерный;6829;_;A;B2;LM;1;закономерный;Nom.Masc.Sing;_;_;_;_
закономерный;6830;_;A;B2;LM;2;закономерно;Neut.Sing;_;_;_;_
закономерный;6831;_;A;B2;LM;3;закономерным;Ins.Masc.Sing;_;_;_;_
зарабатывать;6832;_;V;B2;MiP, LM;1;зарабатывать;Inf;_;_;_;_
зарабатывать;6833;_;V;B2;MiP, LM;2;зарабатывает;Sing.3.Pres/Fut;_;_;_;_
